0924-2287,,0924-2287,"International journal of health sciences.","Int J Health Sci",,"Int J Health Sci"
0924-3860,1744-4241,0924-3860,"European journal of morphology.","Eur J Morphol",,"Eur J Morphol"
0954-6928,1473-5830,0954-6928,"Coronary artery disease.","Coron. Artery Dis.",,"Coron Artery Dis"
0923-179X,,0923-179X,Bioseparation.,Bioseparation,,Bioseparation
1049-5398,1532-2378,1049-5398,"Animal biotechnology.","Anim. Biotechnol.",,"Anim Biotechnol"
1052-6773,1745-6614,1052-6773,"Journal of the National Cancer Institute. Monographs.","J. Natl. Cancer Inst. Monographs",Monographs,"J Natl Cancer Inst Monogr"
0953-9859,,0953-9859,"Journal of wilderness medicine.","J Wilderness Med",,"J Wilderness Med"
1047-8477,1095-8657,1047-8477,"Journal of structural biology.","J. Struct. Biol.",,"J Struct Biol"
0957-4832,1464-3782,0957-4832,"Journal of public health medicine.","J Public Health Med",,"J Public Health Med"
1040-8738,1531-7021,1040-8738,"Current opinion in ophthalmology.","Curr Opin Ophthalmol",,"Curr Opin Ophthalmol"
1153-2424,,1153-2424,"Annales de chirurgie de la main et du membre supérieur : organe officiel des sociétés de chirurgie de la main = Annals of hand and upper limb surgery.","Ann Chir Main Memb Super","Annals of hand and upper limb surgery","Ann Chir Main Memb Super"
0960-6440,,0960-6440,"West of England medical journal.","West Engl Med J",,"West Engl Med J"
0957-4166,1362-511X,0957-4166,"Tetrahedron, asymmetry.","Tetrahedron Asymmetry",Tetrahedron,"Tetrahedron Asymmetry"
1045-3873,1540-8167,1045-3873,"Journal of cardiovascular electrophysiology.","J. Cardiovasc. Electrophysiol.",,"J Cardiovasc Electrophysiol"
1047-840X,1532-7965,1047-840X,"Psychological inquiry.","Psychol Inq",,"Psychol Inq"
1046-7475,,1046-7475,"NAACOG's clinical issues in perinatal and women's health nursing.","NAACOGS Clin Issu Perinat Womens Health Nurs","Clinical issues in perinatal and women's health nursing","NAACOGS Clin Issu Perinat Womens Health Nurs"
1044-0305,1879-1123,1044-0305,"Journal of the American Society for Mass Spectrometry.","J. Am. Soc. Mass Spectrom.",,"J Am Soc Mass Spectrom"
1049-2275,1536-3732,1049-2275,"The Journal of craniofacial surgery.","J Craniofac Surg",,"J Craniofac Surg"
0956-7135,,0956-7135,"Food control.","Food Control",,"Food Control"
1013-7424,,1013-7424,Dementia.,Dementia,,Dementia
0956-5507,1365-2303,0956-5507,"Cytopathology : official journal of the British Society for Clinical Cytology.",Cytopathology,,Cytopathology
0955-9701,,,"Biomedical science.","Biomed. Sci.",,"Biomed Sci"
1043-1802,1520-4812,1043-1802,"Bioconjugate chemistry.","Bioconjug. Chem.",,"Bioconjug Chem"
1044-5773,,1044-5773,"Seminars in virology.","Semin. Virol.",,
1044-579X,1096-3650,1044-579X,"Seminars in cancer biology.","Semin. Cancer Biol.",,"Semin Cancer Biol"
0955-2863,1873-4847,0955-2863,"The Journal of nutritional biochemistry.","J. Nutr. Biochem.",JNB,"J Nutr Biochem"
1045-6767,1936-4776,1045-6767,"Human nature : an interdisciplinary biosocial perspective.","Hum Nat",,"Hum Nat"
0957-9672,1473-6535,0957-9672,"Current opinion in lipidology.","Curr. Opin. Lipidol.",,"Curr Opin Lipidol"
1045-4411,1544-1113,1045-4411,"Critical reviews in oral biology and medicine : an official publication of the American Association of Oral Biologists.","Crit. Rev. Oral Biol. Med.",,"Crit Rev Oral Biol Med"
1046-7467,,1046-7467,"AACN clinical issues in critical care nursing.","AACN Clin Issues Crit Care Nurs","Clinical issues in critical care nursing","AACN Clin Issues Crit Care Nurs"
1044-3983,1531-5487,1044-3983,Epidemiology.,Epidemiology,,Epidemiology
1017-1584,,1017-1584,"Zeitschrift für Unfallchirurgie und Versicherungsmedizin : offizielles Organ der Schweizerischen Gesellschaft für Unfallmedizin und Berufskrankheiten = Revue de traumatologie et d'assicurologie : organe officiel de la Société suisse de médecine des accidents et des maladies professionnelles.","Z Unfallchir Versicherungsmed","Revue de traumatologie et d'assicurologie","Z Unfallchir Versicherungsmed"
0897-7437,,0897-7437,"Nurse anesthesia.","Nurse Anesth",,"Nurse Anesth"
1046-3976,1559-0097,1046-3976,"Endocrine pathology.","Endocr. Pathol.",,"Endocr Pathol"
0956-3202,2040-2066,0956-3202,"Antiviral chemistry & chemotherapy.","Antivir. Chem. Chemother.","Antiviral chemistry and chemotherapy","Antivir Chem Chemother"
1043-1489,,1043-1489,"Seminars in colon & rectal surgery.","Semin Colon Rectal Surg","Seminars in colon and rectal surgery","Semin Colon Rectal Surg"
1040-7308,1573-6660,1040-7308,"Neuropsychology review.","Neuropsychol Rev",,"Neuropsychol Rev"
0958-6415,,0958-6415,"Issues in reproductive and genetic engineering : journal of international feminist analysis.","Issues Reprod Genet Eng",,"Issues Reprod Genet Eng"
1043-0342,1557-7422,1043-0342,"Human gene therapy.","Hum. Gene Ther.",,"Hum Gene Ther"
0957-4824,1460-2245,0957-4824,"Health promotion international.","Health Promot Int",,"Health Promot Int"
1049-9091,1938-2715,1049-9091,"The American journal of hospice & palliative care.","Am J Hosp Palliat Care","American journal of hospice and palliative care","Am J Hosp Palliat Care"
1045-1870,,1045-1870,"Seminars in pediatric infectious diseases.","Semin Pediatr Infect Dis",,"Semin Pediatr Infect Dis"
1042-3680,1558-1349,1042-3680,"Neurosurgery clinics of North America.","Neurosurg. Clin. N. Am.","Neurosurgery clinics","Neurosurg Clin N Am"
0956-4624,1758-1052,0956-4624,"International journal of STD & AIDS.","Int J STD AIDS","International journal of STD and AIDS","Int J STD AIDS"
0923-7534,1569-8041,0923-7534,"Annals of oncology : official journal of the European Society for Medical Oncology","Ann. Oncol.",,"Ann Oncol"
1044-5781,,1044-5781,"Seminars in developmental biology.","Semin. Dev. Biol.",,
1043-4682,,1043-4682,"Seminars in cell biology.","Semin. Cell Biol.",,"Semin Cell Biol"
1130-0108,,1130-0108,"Revista española de enfermedades digestivas : organo oficial de la Sociedad Española de Patología Digestiva.","Rev Esp Enferm Dig",,"Rev Esp Enferm Dig"
0212-9701,,0212-9701,"Revista de actualidad odontoestomatológica española : boletín de información, del Ilustre Consejo General de Colegios de Odontólogos y Estomatólogos de España.","Rev Actual Odontoestomatol Esp","Revista de actualidad odonto estomatológica española","Rev Actual Odontoestomatol Esp"
0954-139X,1473-5601,0954-139X,"Reviews in medical microbiology : a journal of the Pathological Society of Great Britain and Ireland.","Rev Med Microbiol",,"Rev Med Microbiol"
0956-7976,1467-9280,0956-7976,"Psychological science.","Psychol Sci",,"Psychol Sci"
1015-2008,1423-0291,1015-2008,"Pathobiology : journal of immunopathology, molecular and cellular biology.",Pathobiology,,Pathobiology
1045-4403,,1045-4403,"Critical reviews in eukaryotic gene expression.","Crit. Rev. Eukaryot. Gene Expr.",,"Crit Rev Eukaryot Gene Expr"
0889-5074,,0889-5074,"Advances in cardiac surgery.","Adv Card Surg",,"Adv Card Surg"
1044-5471,,1044-5471,"Journal of clinical laser medicine & surgery.","J Clin Laser Med Surg",JCLMS,"J Clin Laser Med Surg"
1041-3499,,1041-3499,"Adolescent medicine.","Adolesc Med",,"Adolesc Med"
1015-3845,,1015-3845,"Magnesium and trace elements.","Magnes Trace Elem",,"Magnes Trace Elem"
0957-0233,,0957-0233,"Measurement science & technology.","Meas Sci Technol","Measurement science and technology","Meas Sci Technol"
1034-4810,1440-1754,1034-4810,"Journal of paediatrics and child health.","J Paediatr Child Health",,"J Paediatr Child Health"
1044-3894,,1044-3894,"Families in society : the journal of contemporary human services.","Fam Soc","Journal of contemporary human services","Fam Soc"
0959-8049,1879-0852,0959-8049,"European journal of cancer : official journal for European Organization for Research and Treatment of Cancer (EORTC) [and] European Association for Cancer Research (EACR).","Eur. J. Cancer","European journal of cancer. Part A","Eur J Cancer"
0924-4212,,0924-4212,"Bulletin du cancer. Radiothérapie : journal de la Société française du cancer : organe de la société française de radiothérapie oncologique.","Bull Cancer Radiother",Radiothérapie,"Bull Cancer Radiother"
0960-1643,1478-5242,0960-1643,"The British journal of general practice : the journal of the Royal College of General Practitioners.","Br J Gen Pract",BJGP,"Br J Gen Pract"
0958-4625,,0958-4625,"Journal of experimental pathology.","J Exp Pathol (Oxford)",,"J Exp Pathol (Oxford)"
0960-3271,1477-0903,0960-3271,"Human & experimental toxicology.","Hum Exp Toxicol","Human and experimental toxicology","Hum Exp Toxicol"
1050-9135,,1050-9135,"Healthcare informatics : the business magazine for information and communication systems.","Healthc Inform",InfoCare.,"Healthc Inform"
0957-7742,,0957-7742,"Health estate journal : journal of the Institute of Hospital Engineering.","Health Estate J",,"Health Estate J"
0236-2791,,0236-2791,"Grudnaia i serdechno-sosudistaia khirurgiia","Grud Serdechnososudistaia Khir",,"Grud Serdechnososudistaia Khir"
1050-3862,,1050-3862,"Genetic analysis, techniques and applications.","Genet. Anal. Tech. Appl.",,"Genet Anal Tech Appl"
1044-5498,1557-7430,1044-5498,"DNA and cell biology.","DNA Cell Biol.",,"DNA Cell Biol"
1045-1056,1095-8320,1045-1056,"Biologicals : journal of the International Association of Biological Standardization.",Biologicals,,Biologicals
0958-0670,1469-445X,0958-0670,"Experimental physiology.","Exp. Physiol.",,"Exp Physiol"
0937-4477,1434-4726,0937-4477,"European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery.","Eur Arch Otorhinolaryngol","European archives of otorhinolaryngology","Eur Arch Otorhinolaryngol"
0114-5916,,0114-5916,"Drug safety : an international journal of medical toxicology and drug experience.","Drug Saf",,"Drug Saf"
1047-3289,,1047-3289,"Journal of the Air & Waste Management Association.","J Air Waste Manage Assoc",,"J Air Waste Manage Assoc"
0956-5663,1873-4235,0956-5663,"Biosensors & bioelectronics.","Biosens Bioelectron","Biosensors and Bioelectronics","Biosens Bioelectron"
1045-8077,,1045-8077,"Journal of the Urban and Regional Information Systems Association","J Urban Reg Inf Syst Assoc",Journal,"J Urban Reg Inf Syst Assoc"
1003-5427,,1003-5427,"Hu po ke xue = Journal of lake sciences","Hu Po Ke Xue","Journal of lake sciences","Hu Po Ke Xue"
1051-1733,1938-5315,1051-1733,"Northwestern naturalist : a journal of vertebrate biology.","Northwest Nat (Olymp. Wash.)",,"Northwest Nat (Olymp. Wash.)"
0955-2219,1873-619X,0955-2219,"Journal of the European Ceramic Society.","J Eur Ceram Soc",ECS,"J Eur Ceram Soc"
0934-9839,1435-6066,0934-9839,"Research in engineering design.","Res Eng Des",,"Res Eng Des"
1045-0904,,1045-0904,"Phoebe : an interdisciplinary journal of feminist scholarship, theory, and aesthetics.","Phoebe (Oneonta N Y)",,"Phoebe (Oneonta N Y)"
0935-333X,,0935-333X,Lauterbornia,Lauterbornia,,
0896-7148,1468-4365,0896-7148,"American literary history.",,,"Am lit Hist"
0924-2716,1872-8235,0924-2716,"ISPRS journal of photogrammetry and remote sensing : official publication of the International Society for Photogrammetry and Remote Sensing (ISPRS).","ISPRS J Photogramm Remote Sens","ISPRS journal of photogrammetry & remote sensing","ISPRS J Photogramm Remote Sens"
0923-0645,1573-059X,0923-0645,"Marketing letters.","Mark Lett",,"Mark Lett"
0176-2680,1873-5703,,"European journal of political economy.","Eur J Polit Econ",POLECO,"Eur J Polit Econ"
1225-8598,,1225-8598,"Han-gug eoryu hag-hoeji = Korean Journal of Ichthyology.","Han Gug Eoryu Hag Hoeji","Korean Journal of Ichthyology",
1120-2726,,1120-2726,"Rivista di linguistica.","Riv Linguist","Italian journal of linguistics","Riv Linguist"
1062-922X,,1062-922X,"Conference proceedings","Conf Proc IEEE Int Conf Syst Man Cybern","IEEE International Conference on Systems, Man, and Cybernetics","Conf Proc IEEE Int Conf Syst Man Cybern"
1041-875X,,1041-875X,"Sino-Western cultural relations journal = Zhong Xi wen hua jiao liu shi za zhi.","Sino West Cult Relat J","Zhong Xi wen hua jiao liu shi za zhi","Sino West Cult Relat J"
1046-560X,1573-1847,1046-560X,"Journal of science teacher education.","J Sci Teacher Educ","Science teacher education","J Sci Teacher Educ"
0997-7546,1873-7390,0997-7546,"European journal of mechanics. B, Fluids.","Eur J Mech B Fluids",Fluids,"Eur J Mech B Fluids"
1047-1987,1476-4989,1047-1987,"Political analysis : an annual publication of the Methodology Section of the American Political Science Association.","Polit Anal",,"Polit Anal"
0843-8714,,0843-8714,"International journal of maritime history.","Int J Marit Hist",,"Int J Marit Hist"
0958-0611,,0958-0611,"International journal of refractory metals & hard materials.","Int J Refract Metals Hard Mater","International journal of refractory metals and hard materials","Int J Refract Metals Hard Mater"
0864-960X,,0864-960X,"Múltunk : az MSZMP Központi Bizottsága Párttörténeti Intézetének folyóirata.",Multunk,,Multunk
1074-164X,,1074-164X,"[Mediterranean studies].","Mediterr Stud (Kirksv Mo)","Mediterranean studies (Kirksville, Mo.)","Mediterr Stud (Kirksv Mo)"
0121-1617,,0121-1617,"Historia crítica : revista del Departamento de Historia de la Universidad de los Andes.","Hist Crit",,"Hist Crit"
1047-4838,,,"JOM : the journal of the Minerals, Metals & Materials Society.","JOM (1989)","Journal of metals","JOM (1989)"
0935-560X,1527-1994,,"History & memory : studies in representation of the past.","Hist Mem","History and memory","Hist Mem"
0954-3945,1469-8021,0954-3945,"Language variation and change.","Lang Var Change",,"Lang Var Change"
0936-2959,,0936-2959,"Schriften zur Malakozoologie aus dem Haus der Natur, Cismar.","Schr Malakozool Haus Nat Cismar",,
0951-6298,1460-3667,0951-6298,"Journal of theoretical politics.","J Theor Polit",,"J Theor Polit"
0952-813X,1362-3079,0952-813X,"Journal of experimental & theoretical artificial intelligence : JETAI.","J Exp Theor Artif Intell",JETAI,"J Exp Theor Artif Intell"
1129-504X,,1129-504X,"Biologia ambientale.","Biol Ambient",,
1392-3196,,1392-3196,Zemdirbyste.,Zemdirbyste,Zemledelie,
1002-7807,,1002-7807,"Mian hua xue bao = Acta gossypii Sinica","Mian Hua Xue Bao","Acta gossypii Sinica",
1015-1621,1420-9055,1015-1621,"Aquatic sciences.","Aquat Sci",,"Aquat Sci"
0935-5626,,0935-5626,"Tropical bryology.","Trop Bryol",,
1120-1770,,1120-1770,"Italian journal of food science : IJFS = Rivista italiana di scienza degli alimenti.","Ital J Food Sci",IJFS,
0955-7997,,0955-7997,"Engineering analysis with boundary elements.","Eng Anal Bound Elem",,"Eng Anal Bound Elem"
1120-2971,,1120-2971,"Prevenzione Oggi. ISPESL.","Prev Oggi",,
1040-6182,,1040-6182,"Quaternary international : the journal of the International Union for Quaternary Research.","Quat Int",,"Quat Int"
0953-8208,,0953-8208,Utilitas.,Utilitas,,Utilitas
0899-8256,,0899-8256,"Games and economic behavior.","Games Econ Behav",,"Games Econ Behav"
1004-616X,,1004-616X,"Ai bian, ji bian, tu bian.","Ai Bian Ji Bian Tu Bian","Carcinogenesis, teratogenesis and mutagenesis",
1005-376X,,1005-376X,"Zhongguo wei sheng tai xue za zhi.","Zhongguo weishengtaixue zazhi","Chinese journal of microecology",
1042-6507,,1026-7719,"Phosphorus, sulfur, and silicon and the related elements.","Phosphorus Sulfur Silicon Relat Elem","Phosphorus, sulfur, and silicon","Phosphorus Sulfur Silicon Relat Elem"
0954-4194,,0954-4194,"Science & Christian belief.","Sci Christ Belief","Science and Christian belief","Sci Christ Belief"
1041-1135,,1041-1135,"IEEE photonics technology letters : a publication of the IEEE Laser and Electro-optics Society.","IEEE Photonics Technol Lett","Institute of Electrical and Electronics Engineers photonics technology letters","IEEE Photonics Technol Lett"
0214-9915,1886-144X,0214-9915,Psicothema.,Psicothema,,Psicothema
0953-8984,1361-648X,0953-8984,"Journal of physics. Condensed matter : an Institute of Physics journal.","J Phys Condens Matter","Condensed matter","J Phys Condens Matter"
0971-2402,,0971-2402,"Asian journal of plant science.","Asian J. Plant Sci.",,
0214-8358,,0214-8358,"Scientia marina.","Sci. Mar.","Revista de ciencias marinas",
0954-0083,,0954-0083,"High performance polymers.","High Perform Polym",,"High Perform Polym"
1041-6080,,1041-6080,"Learning and individual differences.","Learn Individ Differ",,"Learn Individ Differ"
